"Section","QuestionID","Question","ChoiceA","ChoiceB","ChoiceC","ChoiceD","CorrectAnswer","Source"
"Aerodromes – Part 3","010.09 Part 3 Q0016","What colour should the last 900 m of the centreline lights be?","Alternating red and white initially, and red only for the last 300 m","Alternating red and orange","Red only","Alternating red and orange initially, and red only for the last 300 m","Alternating red and white initially, and red only for the last 300 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0017","Which statement is true regarding the runway touchdown zone lights?","The runway touchdown zone lights should be placed along the initial 900 m of the runway, or up to the runway midpoint in case of runways shorter than 1,800 m","The runway touchdown zone lights should be placed 90 m before, and 90 m after the touchdown zone runway marking","he runway touchdown zone lights should be placed along the initial 600 m of the runway","he runway touchdown zone lights should always be placed up to the runway midpoint","The runway touchdown zone lights should be placed along the initial 900 m of the runway, or up to the runway midpoint in case of runways shorter than 1,800 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0018","What colour should the stopway lights be?","Unidirectional red","Omnidirectional red","Unidirectional green","Omnidirectional orange","Unidirectional red","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0019","What light colour should be used to mark the taxiway?","Green for the centreline, blue for the taxiway edge","Blue for the centreline, green for the taxiway edge","White","Yellow","Green for the centreline, blue for the taxiway edge","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0020","What light colour should be used to mark the joint of a runway and taxiway centreline?","The centreline lights should show alternate green and yellow when viewed from the runway side, up to the edge of the ILS/MLS sensitive area","No other answer is correct","The centreline lights should show alternate green and blue when viewed from the runway side, up to the edge of the ILS/MLS sensitive area","The centreline lights should show green and yellow when viewed from the taxiway side, and yellow when viewed from the runway side","The centreline lights should show alternate green and yellow when viewed from the runway side, up to the edge of the ILS/MLS sensitive area","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0021","When is a stop bar required at a runway holding point?","When the runway is intended for use in low visibility operations with RVR less than 550 m","When the number of aircraft using the aerodrome is high","When the runway is intended for use in low visibility operations with RVR less than 300 m","No other answer is correct","When the runway is intended for use in low visibility operations with RVR less than 550 m","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0022","What colour should the stop bar lights be?","The stop bar lights should show red in the direction of an aircraft taxiing towards the runway holding position","The stop bar lights should show red in the direction of an aircraft vacating the runway","The stop bar lights should be comprised of omnidirectional orange lights","The stop bar lights should be comprised of omnidirectional white lights","The stop bar lights should show red in the direction of an aircraft taxiing towards the runway holding position","Evionica"
"Aerodromes – Part 3","010.09 Part 3 Q0023","What is the name and purpose of the lights presented in the picture?","Runway guard lights warning the aircraft and ground vehicles of an upcoming taxiway-runway intersection","Intermediate holding position lights marking the border of ILS/MLS sensitive area","Stop bar lights warning aircraft and vehicles that they have to stop at the runway holding position","Intermediate holding position lights warning the aircraft and ground vehicles about an upcoming intersection of taxiways","Runway guard lights warning the aircraft and ground vehicles of an upcoming taxiway-runway intersection","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0001","What colour should all mobile objects on an aerodrome, such as airport service vehicles, be painted?","Yellow","Green","Red","Black","Yellow","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0002","Select two colours that emergency vehicles can be marked with: 1. red; 2. yellowish green; 3. yellow; 4. blue","1, 2","2025-01-03 00:00:00","2025-02-03 00:00:00","2025-01-04 00:00:00","1, 2","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0003","With reference to moving object marking at an aerodrome, what should be the colour of a flag used to mark a moving vehicle?","Red and white chequered","Red and white striped","Orange","White and orange triangles","Red and white chequered","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0004","With reference to fixed obstacle marking at an aerodrome, what should be the colour of a flag used to mark an inconspicuous fixed obstacle?","Orange","Black","Blue","Green","Orange","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0005","Which obstacles are marked with white and red/orange spherical markers of 60 cm diameter? Select the most complete answer.","Electrical power lines","Towers and masts","5G antennas","All answers are correct","Electrical power lines","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0006","What colour should the low-intensity obstacle lights on mobile objects be?","Flashing blue or flashing yellow","Fixed red or, preferably, orange","Fixed red or, preferably, blue","Flashing blue","Flashing blue or flashing yellow","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0007","What colour should the low-intensity obstacle lights be on vehicles not associated with emergency or security services?","Flashing yellow","Flashing blue","Steady blue","Fixed red","Flashing yellow","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0008","What colour should be the low-intensity obstacle lights on fixed aerodrome objects?","Fixed red","Flashing red","Fixed orange","Flashing yellow","Fixed red","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0009","What colour should be the high-intensity obstacle lights on fixed aerodrome obstacles?","Flashing white","Flashing red","Fixed red","Fixed orange","Flashing white","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0010","High-intensity obstacle lights should be used to indicate the presence of an object if its height above the ground level exceeds _____. The lights shall be _____.","150 m; flashing white lights","100 m; flashing white lights","45 m; steady red lights","200 m; steady green lights","150 m; flashing white lights","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0011","What symbols are used to mark a closed taxiway?","Yellow 'X'","White 'X'","Yellow chevrons","White arrows","Yellow 'X'","Evionica"
"Aerodromes – Part 4","010.09 Part 4 Q0012","What is the correct marking of a paved pre-threshold area greater than 60 m in length but not suitable for use by aircraft in any direction?","White 'X'","White 'X'","White arrows directing approaching aircraft to the displaced threshold Yellow chevrons pointing towards the threshold","It is regulated only at the national level by each contracting state","White 'X'","Merged"
